id,project_code,pq_number,po_so_number,asn_dn_number,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,planned_lead_time_days,actual_lead_time_days,is_on_time,freight_pct_of_value,freight_cost_per_kg
5668,111-CO-T80,PQ-32427,SO-63196,ASN-62267,Cote D'Ivoire,South Africa Field Office,From RDC,FOB,Ocean,12/31/2013,1/12/2014,2/13/2014,2/15/2014,2/15/2014,MRDT,Malaria test,Mylan Inc,MRDT product - Malaria test formulation,Molecule 26,Generic,90mg,Oral Solution,60,2000,24113.8,96.4552,12.0569,"Mylan H-12, India",Yes,,3206.08,112.56,32,34,f,13.3,
5432,111-HA-T10,PQ-59076,SO-75207,ASN-15096,Haiti,South Africa Field Office,From RDC,CIP,Air Charter,10/9/2014,10/16/2014,12/4/2014,12/1/2014,12/3/2014,ARV,Adult,Scms Global,ARV product - Adult formulation,Molecule 39,Branded,120mg,Capsule,100,1000,21781.1,588.0897,21.7811,SCMS Global Warehouse,Yes,4.28,1377.16,110,49,46,t,6.32,321.77
2604,111-HA-T55,PQ-64920,SO-42556,ASN-62320,Haiti,South Africa Field Office,From RDC,FOB,Ocean,10/23/2015,11/9/2015,12/8/2015,12/25/2015,12/25/2015,ANTM,Antimalarial,Aurobindo Pharma Limited,ANTM product - Antimalarial formulation,Molecule 33,Generic,150mg,Capsule,1,500,3987.05,87.7151,7.9741,SCMS Global Warehouse,Yes,3.27,360.62,30.54,29,46,f,9.04,110.28
213,111-KE-T90,PQ-18521,SO-60017,ASN-80268,Kenya,Haiti Field Office,Direct Drop,EXW,Air,12/17/2015,1/5/2016,1/25/2016,2/15/2016,2/19/2016,HRDT,HIV test,Ranbaxy Fine Chemicals,HRDT product - HIV test formulation,Molecule 12,Generic,60mg,Test kit,10,1000,17100.6,376.2132,17.1006,"Cipla, Goa, India",Yes,18.07,1936.3,36.2,20,41,f,11.32,107.16
1784,111-SO-T19,PQ-79590,SO-99797,ASN-31170,South Africa,Haiti Field Office,From RDC,CIP,Ocean,9/9/2014,9/17/2014,11/25/2014,10/14/2014,10/17/2014,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 1,Generic,120mg,Test kit,100,5000,138271,138.271,27.6542,"ABC Farmaceutica, Brazil",No,31.25,11044.22,383.69,69,27,t,7.99,353.42
3803,111-TA-T96,PQ-72257,SO-76129,ASN-62024,Tanzania,South Africa Field Office,Direct Drop,EXW,Truck,8/14/2015,8/29/2015,10/2/2015,10/3/2015,10/6/2015,ANTM,Antimalarial,Zenith Pharmaceuticals,ANTM product - Antimalarial formulation,Molecule 39,Branded,30mg,Capsule,60,10000,296269,711.0456,29.6269,"Novartis, Suffern, US",Yes,83.2,6298.26,2285.59,34,35,f,2.13,75.7
5588,111-UG-T86,PQ-90611,SO-31997,ASN-62386,Uganda,South Africa Field Office,From RDC,EXW,Truck,7/14/2015,7/30/2015,10/27/2015,10/27/2015,10/30/2015,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 18,Branded,30mg,Oral Solution,60,50000,1197790,263.5138,23.9558,SCMS Global Warehouse,No,,78614.65,10840.25,89,89,t,6.56,
21,111-ZI-T83,PQ-20975,SO-21023,ASN-33959,Zimbabwe,PMO - US,From RDC,FCA,Truck,10/22/2015,11/7/2015,12/15/2015,12/13/2015,12/13/2015,MRDT,Malaria test,Scms From Rdc,MRDT product - Malaria test formulation,Molecule 36,Branded,60mg,Test kit,10,500,15657.4,31.3148,31.3148,"Hetero Unit III, India",Yes,6.46,1776.96,142.65,38,36,t,11.35,275.07
759,112-MO-T10,PQ-25569,SO-42227,ASN-99059,Mozambique,South Africa Field Office,From RDC,DDP,Ocean,3/12/2014,3/25/2014,6/21/2014,6/21/2014,6/22/2014,ARV,Pediatric,Cipla Ltd,ARV product - Pediatric formulation,Molecule 9,Generic,150mg,Oral Solution,60,10000,44287,17.7148,4.4287,"Hetero Unit III, India",Yes,84.91,3058.81,206.51,88,88,t,6.91,36.02
5372,112-MO-T79,PQ-29954,SO-15114,ASN-70496,Mozambique,South Africa Field Office,Direct Drop,FCA,Air,6/26/2015,7/2/2015,9/13/2015,9/15/2015,9/17/2015,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 4,Generic,30mg,Oral Solution,10,5000,135897.5,761.026,27.1795,"Cipla, Goa, India",No,57.19,24348.28,1120.82,73,75,f,17.92,425.74
113,112-SO-T42,PQ-99963,SO-64040,ASN-88356,South Africa,Haiti Field Office,Direct Drop,DDP,Ocean,1/27/2015,2/5/2015,4/23/2015,4/21/2015,4/24/2015,ANTM,Antimalarial,Aurobindo Pharma Limited,ANTM product - Antimalarial formulation,Molecule 17,Generic,120mg,Test kit,1,2000,75988.6,873.8689,37.9943,"Cipla, Goa, India",Yes,2.17,3549.62,563.64,77,75,t,4.67,1635.77
1653,112-VI-T79,PQ-69924,SO-21708,ASN-80470,Vietnam,Haiti Field Office,From RDC,EXW,Air,3/9/2015,3/23/2015,4/17/2015,4/26/2015,4/29/2015,MRDT,Malaria test,Aurobindo Pharma Limited,MRDT product - Malaria test formulation,Molecule 30,Generic,150mg,Capsule,30,2000,16722.2,234.1108,8.3611,"Cipla, Goa, India",Yes,4.44,521.88,106.29,25,34,f,3.12,117.54
1410,112-ZI-T15,PQ-63186,SO-58248,ASN-80169,Zimbabwe,PMO - US,Direct Drop,CIP,Air,2/5/2014,2/21/2014,5/18/2014,5/26/2014,5/30/2014,ARV,Adult,Bristol Myers Squibb,ARV product - Adult formulation,Molecule 18,Branded,150mg,Tablet,1,1000,44696.5,1206.8055,44.6965,"Mylan H-12, India",Yes,,5865.31,117.4,86,94,f,13.12,
3961,113-ET-T10,PQ-92482,SO-52571,ASN-26057,Ethiopia,PMO - US,Direct Drop,EXW,Air,4/14/2016,5/1/2016,6/12/2016,6/19/2016,6/19/2016,ARV,Adult,Abc Pharm Ltd,ARV product - Adult formulation,Molecule 26,Generic,120mg,Test kit,10,5000,140773.5,647.5581,28.1547,"Aurobindo Unit III, India",Yes,49.76,12404.49,,42,49,f,8.81,249.29
3918,113-MO-T37,PQ-88880,SO-22647,ASN-58418,Mozambique,South Africa Field Office,From RDC,CIP,Air,4/8/2015,4/24/2015,6/27/2015,6/12/2015,6/16/2015,MRDT,Malaria test,Novartis Pharma Ag,MRDT product - Malaria test formulation,Molecule 36,Branded,90mg,Tablet,60,2000,51991.6,649.895,25.9958,SCMS Global Warehouse,Yes,18.57,6104.38,71.11,64,49,t,11.74,328.72
5069,113-MO-T65,PQ-96417,SO-98629,ASN-15213,Mozambique,South Africa Field Office,Direct Drop,DDP,Air Charter,6/3/2015,6/9/2015,8/23/2015,8/28/2015,8/30/2015,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 11,Branded,90mg,Tablet,100,25000,750197.5,450.1185,30.0079,"Aurobindo Unit III, India",No,296.64,23293.37,,75,80,f,3.1,78.52
423,113-SO-T36,PQ-12682,SO-48046,ASN-26997,South Africa,PMO - US,Direct Drop,DDP,Air,2/3/2014,2/11/2014,3/31/2014,4/2/2014,4/2/2014,ARV,Adult,Sun Pharma,ARV product - Adult formulation,Molecule 11,Branded,120mg,Tablet,30,10000,112761,78.9327,11.2761,"Mylan H-12, India",Yes,80.99,8261.54,291.53,48,50,f,7.33,102.01
227,113-SO-T78,PQ-69305,SO-97096,ASN-18720,South Africa,South Africa Field Office,From RDC,CIP,Truck,1/1/2015,1/8/2015,3/7/2015,2/18/2015,2/18/2015,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 23,Generic,30mg,Oral Solution,60,10000,26172,10.4688,2.6172,"Aurobindo Unit III, India",No,124.62,1475.1,154.26,58,41,t,5.64,11.84
2295,113-TA-T12,PQ-68160,SO-83715,ASN-27180,Tanzania,Haiti Field Office,From RDC,EXW,Air Charter,8/3/2014,8/13/2014,9/5/2014,8/23/2014,8/25/2014,ACT,Artemisinin-based,Zenith Pharmaceuticals,ACT product - Artemisinin-based formulation,Molecule 15,Branded,60mg,Capsule,1,25000,125392.5,10.0314,5.0157,"Hetero Unit III, India",No,489.85,3378.19,663.69,23,10,t,2.69,6.9
1644,113-UG-T96,PQ-80675,SO-27311,ASN-23632,Uganda,Haiti Field Office,From RDC,FOB,Truck,4/22/2016,5/6/2016,7/29/2016,7/23/2016,7/27/2016,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 15,Branded,120mg,Capsule,30,5000,138853,444.3296,27.7706,"Mylan H-12, India",No,55.91,9089.71,492.82,84,78,t,6.55,162.58
4965,113-ZI-T31,PQ-92770,SO-14329,ASN-93191,Zimbabwe,South Africa Field Office,Direct Drop,FOB,Air,2/21/2016,3/4/2016,5/12/2016,5/28/2016,5/31/2016,HRDT,HIV test,Abc Pharm Ltd,HRDT product - HIV test formulation,Molecule 14,Branded,120mg,Tablet,10,50000,470670,188.268,9.4134,"Aurobindo Unit III, India",Yes,87.4,17591.79,,69,85,f,3.74,201.28
4160,113-ZI-T92,PQ-60996,SO-24093,ASN-95438,Zimbabwe,PMO - US,From RDC,FCA,Air,1/15/2014,2/1/2014,2/25/2014,2/20/2014,2/23/2014,ACT,Artemisinin-based,Ranbaxy Fine Chemicals,ACT product - Artemisinin-based formulation,Molecule 24,Branded,30mg,Capsule,10,25000,792422.5,824.1194,31.6969,SCMS Global Warehouse,Yes,143.53,98824.21,,24,19,t,12.47,688.53
5371,114-CO-T36,PQ-67093,SO-19152,ASN-90945,Cote D'Ivoire,PMO - US,Direct Drop,CIP,Air,4/3/2014,4/11/2014,6/3/2014,5/31/2014,6/4/2014,ARV,Adult,Sun Pharma,ARV product - Adult formulation,Molecule 27,Branded,90mg,Tablet,30,5000,166253.5,432.2591,33.2507,"Novartis, Suffern, US",No,95.83,,1281.95,53,50,t,,
5280,114-NI-T26,PQ-69429,SO-12404,ASN-29132,Nigeria,PMO - US,From RDC,EXW,Air,5/9/2016,5/21/2016,6/17/2016,5/14/2016,5/14/2016,ARV,Adult,Cipla Ltd,ARV product - Adult formulation,Molecule 18,Generic,150mg,Test kit,10,50000,1346365,565.4733,26.9273,"Novartis, Suffern, US",Yes,725.29,48619.11,5096.07,27,-7,t,3.61,67.03
3120,114-RW-T51,PQ-99839,SO-72969,ASN-64315,Rwanda,Haiti Field Office,From RDC,FOB,Air Charter,10/18/2014,10/30/2014,1/27/2015,1/17/2015,1/18/2015,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 12,Generic,90mg,Tablet,100,5000,7363,36.815,1.4726,"Hetero Unit III, India",Yes,37.25,1041.89,69.99,89,79,t,14.15,27.97
5625,114-ZA-T78,PQ-35535,SO-37695,ASN-34813,Zambia,Haiti Field Office,Direct Drop,CIP,Truck,12/7/2014,12/26/2014,3/2/2015,,,ACT,Artemisinin-based,Scms From Rdc,ACT product - Artemisinin-based formulation,Molecule 30,Generic,60mg,Tablet,100,2000,17869.4,250.1716,8.9347,"Hetero Unit III, India",Yes,13.05,1807.94,,66,,,10.12,138.54
261,114-ZA-T92,PQ-14655,SO-93029,ASN-84099,Zambia,South Africa Field Office,Direct Drop,FOB,Ocean,4/19/2015,4/28/2015,5/28/2015,6/8/2015,6/12/2015,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 4,Branded,30mg,Tablet,30,50000,142480,79.7888,2.8496,"Cipla, Goa, India",Yes,695.97,7474.46,1098.61,30,41,f,5.25,10.74
4549,115-KE-T55,PQ-94729,SO-76211,ASN-66867,Kenya,Haiti Field Office,From RDC,FCA,Air,3/19/2014,3/29/2014,6/16/2014,6/18/2014,6/22/2014,MRDT,Malaria test,Zenith Pharmaceuticals,MRDT product - Malaria test formulation,Molecule 28,Branded,150mg,Capsule,1,25000,741482.5,533.8674,29.6593,"Novartis, Suffern, US",Yes,236.91,,,79,81,f,,
761,115-MO-T20,PQ-25050,SO-61315,ASN-40134,Mozambique,PMO - US,Direct Drop,FOB,Air,6/16/2015,7/5/2015,9/23/2015,9/27/2015,9/27/2015,HRDT,HIV test,Scms Global,HRDT product - HIV test formulation,Molecule 32,Branded,120mg,Test kit,100,2000,432.2,1.0805,0.2161,"Ranbaxy, Paonta Sahib, India",Yes,28.93,10.92,1.58,80,84,f,2.53,0.38
4162,115-MO-T67,PQ-94642,SO-99283,ASN-43494,Mozambique,South Africa Field Office,Direct Drop,CIP,Air,1/29/2014,2/6/2014,5/1/2014,4/4/2014,4/4/2014,HRDT,HIV test,Mylan Inc,HRDT product - HIV test formulation,Molecule 28,Branded,30mg,Tablet,100,25000,328897.5,355.2093,13.1559,"Novartis, Suffern, US",No,436.91,,1406.66,84,57,t,,
5745,115-NI-T49,PQ-80373,SO-26635,,Nigeria,Haiti Field Office,From RDC,DDP,Ocean,4/1/2016,4/9/2016,6/10/2016,5/31/2016,6/2/2016,MRDT,Malaria test,Cipla Ltd,MRDT product - Malaria test formulation,Molecule 14,Generic,90mg,Capsule,100,500,5157.15,247.5432,10.3143,"Aurobindo Unit III, India",Yes,5.94,864.78,49.88,62,52,t,16.77,145.59
3363,115-RW-T93,PQ-91697,SO-40589,ASN-37118,Rwanda,South Africa Field Office,Direct Drop,FOB,Air,2/23/2015,2/28/2015,5/10/2015,5/12/2015,5/14/2015,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 27,Generic,150mg,Capsule,30,50000,1366220,109.2976,27.3244,"Hetero Unit III, India",Yes,761.16,203861.06,8545.23,71,73,f,14.92,267.83
5740,115-TA-T95,PQ-76620,SO-67415,ASN-28911,Tanzania,South Africa Field Office,From RDC,FOB,Air,7/19/2015,7/28/2015,8/17/2015,8/2/2015,8/2/2015,MRDT,Malaria test,Scms Global,MRDT product - Malaria test formulation,Molecule 18,Branded,60mg,Tablet,1,50000,1810885,688.1363,36.2177,"Aurobindo Unit III, India",No,210.5,,8947.6,20,5,t,,
912,115-ZA-T39,PQ-89608,SO-95953,ASN-31925,Zambia,Haiti Field Office,From RDC,FCA,Air,9/23/2014,10/2/2014,11/29/2014,11/1/2014,11/5/2014,HRDT,HIV test,Zenith Pharmaceuticals,HRDT product - HIV test formulation,Molecule 6,Branded,90mg,Test kit,60,5000,166122,963.5076,33.2244,"Aurobindo Unit III, India",Yes,59.44,5731.19,1556.59,58,30,t,3.45,96.42
130,116-CA-T75,PQ-26901,SO-72875,ASN-11988,Cameroon,South Africa Field Office,From RDC,DDP,Ocean,4/9/2015,4/22/2015,5/31/2015,5/21/2015,5/25/2015,MRDT,Malaria test,Sun Pharma,MRDT product - Malaria test formulation,Molecule 27,Generic,120mg,Oral Solution,30,1000,42358.4,381.2256,42.3584,"Cipla, Goa, India",Yes,,1304.66,240.1,39,29,t,3.08,
1525,116-GU-T86,PQ-15397,SO-74949,ASN-78269,Guyana,Haiti Field Office,From RDC,FCA,Truck,1/14/2015,1/26/2015,2/28/2015,2/19/2015,2/20/2015,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 34,Generic,30mg,Capsule,10,50000,205925,24.711,4.1185,"Cipla, Goa, India",Yes,337.36,10431.81,2023.88,33,24,t,5.07,30.92
1754,116-GU-T91,PQ-70455,SO-64887,ASN-93125,Guyana,South Africa Field Office,From RDC,FCA,Ocean,9/7/2015,9/13/2015,10/19/2015,10/13/2015,10/13/2015,ARV,Adult,Novartis Pharma Ag,ARV product - Adult formulation,Molecule 13,Generic,150mg,Oral Solution,10,5000,67029,160.8696,13.4058,"Ranbaxy, Paonta Sahib, India",Yes,33.59,5973.31,466.54,36,30,t,8.91,177.83
2585,116-HA-T74,PQ-70094,SO-36628,ASN-34750,Haiti,PMO - US,From RDC,FCA,Air,10/12/2015,10/20/2015,11/11/2015,10/24/2015,10/27/2015,ARV,Pediatric,Cipla Ltd,ARV product - Pediatric formulation,Molecule 5,Branded,120mg,Test kit,30,2000,11108.8,149.9688,5.5544,"Novartis, Suffern, US",Yes,29.24,1065.64,40.24,22,4,t,9.59,36.44
2206,116-SO-T68,PQ-29810,SO-11016,ASN-15690,South Africa,PMO - US,From RDC,CIP,Truck,4/10/2014,4/15/2014,5/21/2014,5/5/2014,5/5/2014,MRDT,Malaria test,Novartis Pharma Ag,MRDT product - Malaria test formulation,Molecule 24,Branded,90mg,Test kit,60,10000,226496,588.8896,22.6496,"Mylan H-12, India",No,153.43,8358.24,935.25,36,20,t,3.69,54.48
4787,116-UG-T22,PQ-93997,SO-21593,ASN-58038,Uganda,South Africa Field Office,Direct Drop,CIP,Air,8/5/2014,8/14/2014,9/8/2014,8/29/2014,8/30/2014,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 27,Generic,90mg,Tablet,60,10000,390461,780.922,39.0461,"Mylan H-12, India",Yes,188.05,,1953.09,25,15,t,,
3856,117-HA-T20,PQ-37596,SO-58270,ASN-56840,Haiti,Haiti Field Office,Direct Drop,CIP,Truck,1/11/2016,1/19/2016,3/28/2016,3/30/2016,3/30/2016,ARV,Adult,Abc Pharm Ltd,ARV product - Adult formulation,Molecule 26,Generic,120mg,Tablet,10,10000,136858,54.7432,13.6858,"Ranbaxy, Paonta Sahib, India",Yes,132.83,24196.07,179.69,69,71,f,17.68,182.16
877,117-MO-T45,PQ-40261,SO-69966,ASN-17603,Mozambique,PMO - US,Direct Drop,DDP,Truck,7/28/2014,8/11/2014,10/15/2014,10/8/2014,10/8/2014,ARV,Pediatric,Cipla Ltd,ARV product - Pediatric formulation,Molecule 10,Branded,90mg,Capsule,100,10000,402934,765.5746,40.2934,"Novartis, Suffern, US",No,113.14,66510.26,1060.72,65,58,t,16.51,587.86
981,117-VI-T27,PQ-76469,SO-76586,ASN-65182,Vietnam,PMO - US,From RDC,FCA,Truck,5/28/2015,6/5/2015,7/14/2015,7/3/2015,7/3/2015,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 35,Generic,30mg,Test kit,60,10000,194744,292.116,19.4744,"Hetero Unit III, India",No,93.53,25681.17,500.82,39,28,t,13.19,274.58
2455,117-ZI-T66,PQ-51673,SO-17723,ASN-93424,Zimbabwe,Haiti Field Office,From RDC,DDP,Air,4/10/2016,4/18/2016,6/7/2016,6/11/2016,6/12/2016,ACT,Artemisinin-based,Bristol Myers Squibb,ACT product - Artemisinin-based formulation,Molecule 15,Branded,120mg,Oral Solution,30,5000,163527,98.1162,32.7054,"Ranbaxy, Paonta Sahib, India",Yes,93.46,27741.63,1323.22,50,54,f,16.96,296.83
3340,117-ZI-T78,PQ-25169,SO-33837,ASN-27770,Zimbabwe,Haiti Field Office,Direct Drop,FCA,Ocean,2/9/2014,2/15/2014,4/19/2014,4/25/2014,4/26/2014,MRDT,Malaria test,Zenith Pharmaceuticals,MRDT product - Malaria test formulation,Molecule 39,Branded,30mg,Tablet,30,500,8954.45,465.6314,17.9089,"Mylan H-12, India",No,1.22,422.34,32.1,63,69,f,4.72,346.18
3701,118-MO-T58,PQ-38326,SO-10269,ASN-72136,Mozambique,PMO - US,From RDC,CIP,Air,3/31/2014,4/10/2014,6/9/2014,5/18/2014,5/18/2014,ARV,Adult,Scms Global,ARV product - Adult formulation,Molecule 3,Generic,90mg,Tablet,30,50000,717680,186.5968,14.3536,"Cipla, Goa, India",Yes,75.12,42152.81,1965.57,60,38,t,5.87,561.14
725,118-NI-T40,PQ-43043,SO-14078,ASN-39350,Nigeria,Haiti Field Office,From RDC,FOB,Air Charter,6/23/2015,7/3/2015,8/18/2015,8/23/2015,8/26/2015,ARV,Pediatric,Mylan Inc,ARV product - Pediatric formulation,Molecule 27,Generic,120mg,Oral Solution,1,2000,65974.6,560.7841,32.9873,"Mylan H-12, India",Yes,3.14,1702.39,631.72,46,51,f,2.58,542.16
3297,118-UG-T66,PQ-63759,SO-82326,ASN-26953,Uganda,South Africa Field Office,Direct Drop,FCA,Truck,8/30/2014,9/7/2014,12/1/2014,12/2/2014,12/4/2014,MRDT,Malaria test,Novartis Pharma Ag,MRDT product - Malaria test formulation,Molecule 36,Generic,150mg,Oral Solution,100,25000,313370,213.0916,12.5348,"Cipla, Goa, India",No,382.67,12067.86,363.87,85,86,f,3.85,31.54
4867,118-ZA-T16,PQ-66686,SO-19583,ASN-38269,Zambia,Haiti Field Office,Direct Drop,EXW,Air,4/21/2015,5/2/2015,7/15/2015,7/11/2015,7/15/2015,HRDT,HIV test,Scms Global,HRDT product - HIV test formulation,Molecule 32,Branded,150mg,Capsule,60,25000,775930,806.9672,31.0372,"Cipla, Goa, India",No,467.1,119315.61,7223.31,74,70,t,15.38,255.44
80,118-ZA-T32,PQ-61612,SO-39725,ASN-19496,Zambia,PMO - US,Direct Drop,FCA,Air Charter,8/16/2015,8/30/2015,10/11/2015,10/7/2015,10/10/2015,ANTM,Antimalarial,Scms From Rdc,ANTM product - Antimalarial formulation,Molecule 16,Branded,30mg,Test kit,100,10000,186155,93.0775,18.6155,"Cipla, Goa, India",No,122.17,18864.52,684.67,42,38,t,10.13,154.41
1611,119-CA-T40,PQ-33118,SO-15016,ASN-31327,Cameroon,PMO - US,Direct Drop,CIP,Air Charter,2/9/2016,2/21/2016,3/29/2016,3/29/2016,4/2/2016,HRDT,HIV test,Sun Pharma,HRDT product - HIV test formulation,Molecule 35,Branded,120mg,Oral Solution,10,500,17539.9,806.8354,35.0798,"Aurobindo Unit III, India",Yes,5.79,540.04,92.79,37,37,t,3.08,93.27
2199,119-CA-T91,PQ-73727,SO-92295,ASN-33385,Cameroon,Haiti Field Office,From RDC,DDP,Air,12/26/2013,1/2/2014,3/23/2014,3/11/2014,3/15/2014,ARV,Pediatric,Scms Global,ARV product - Pediatric formulation,Molecule 21,Generic,60mg,Oral Solution,60,2000,33951.4,390.4411,16.9757,SCMS Global Warehouse,No,39.2,5908.09,217.21,80,68,t,17.4,150.72
926,119-ET-T80,PQ-52020,SO-18573,ASN-76668,Ethiopia,PMO - US,From RDC,EXW,Ocean,8/24/2014,8/29/2014,10/18/2014,10/12/2014,10/16/2014,MRDT,Malaria test,Novartis Pharma Ag,MRDT product - Malaria test formulation,Molecule 19,Branded,60mg,Capsule,30,2000,4966.2,42.2127,2.4831,"Ranbaxy, Paonta Sahib, India",Yes,18.69,680.4,46.42,50,44,t,13.7,36.4
3978,119-GU-T30,PQ-17563,SO-23047,ASN-54626,Guyana,Haiti Field Office,Direct Drop,FCA,Ocean,7/23/2015,7/28/2015,9/30/2015,9/30/2015,9/30/2015,ANTM,Antimalarial,Sun Pharma,ANTM product - Antimalarial formulation,Molecule 37,Branded,150mg,Test kit,1,50000,1837800,882.144,36.756,"ABC Farmaceutica, Brazil",Yes,471.9,224954.76,4993.75,64,64,t,12.24,476.7
3072,119-GU-T34,PQ-33606,SO-45242,ASN-77249,Guyana,Haiti Field Office,Direct Drop,EXW,Truck,2/10/2015,2/15/2015,4/16/2015,4/22/2015,4/24/2015,ANTM,Antimalarial,Abc Pharm Ltd,ANTM product - Antimalarial formulation,Molecule 10,Branded,30mg,Oral Solution,10,50000,987080,355.3488,19.7416,"Ranbaxy, Paonta Sahib, India",Yes,830.48,169777.38,5600.02,60,66,f,17.2,204.43
5514,119-HA-T16,PQ-62228,SO-10392,ASN-37877,Haiti,Haiti Field Office,Direct Drop,CIP,Ocean,8/4/2014,8/12/2014,9/22/2014,9/10/2014,9/12/2014,ACT,Artemisinin-based,Zenith Pharmaceuticals,ACT product - Artemisinin-based formulation,Molecule 38,Generic,60mg,Tablet,1,1000,29294.8,703.0752,29.2948,"ABC Farmaceutica, Brazil",No,12.85,3394.41,124.98,41,29,t,11.59,264.16
5350,119-HA-T80,PQ-27861,SO-19948,ASN-36475,Haiti,PMO - US,From RDC,EXW,Ocean,12/23/2015,1/4/2016,2/25/2016,2/20/2016,2/20/2016,ACT,Artemisinin-based,Scms Global,ACT product - Artemisinin-based formulation,Molecule 22,Branded,150mg,Tablet,100,2000,8306.4,95.5236,4.1532,"Novartis, Suffern, US",Yes,3.14,517.01,77.65,52,47,t,6.22,164.65
4135,119-HA-T82,PQ-19666,SO-25399,ASN-33435,Haiti,Haiti Field Office,From RDC,EXW,Air,5/19/2015,5/24/2015,6/20/2015,6/13/2015,6/15/2015,MRDT,Malaria test,Bristol Myers Squibb,MRDT product - Malaria test formulation,Molecule 6,Branded,60mg,Tablet,1,2000,4819.8,48.198,2.4099,"Mylan H-12, India",Yes,17.58,676.29,11.8,27,20,t,14.03,38.47
631,119-UG-T73,PQ-97328,SO-98260,ASN-36297,Uganda,Haiti Field Office,Direct Drop,DDP,Ocean,5/18/2014,5/26/2014,8/7/2014,8/10/2014,8/13/2014,ACT,Artemisinin-based,Abc Pharm Ltd,ACT product - Artemisinin-based formulation,Molecule 30,Generic,120mg,Oral Solution,100,5000,109260.5,327.7815,21.8521,"Ranbaxy, Paonta Sahib, India",Yes,95.46,18942.69,822.02,73,76,f,17.34,198.44
1342,119-VI-T67,PQ-95482,SO-47849,ASN-12485,Vietnam,PMO - US,From RDC,EXW,Air,7/22/2015,8/4/2015,9/19/2015,9/25/2015,9/27/2015,HRDT,HIV test,Sun Pharma,HRDT product - HIV test formulation,Molecule 30,Generic,150mg,Test kit,10,10000,210001,294.0014,21.0001,"Novartis, Suffern, US",No,69.72,16528.52,1142.5,46,52,f,7.87,237.07
5726,120-CA-T95,PQ-54497,SO-95158,ASN-85744,Cameroon,PMO - US,Direct Drop,DDP,Air,2/9/2014,2/20/2014,3/25/2014,3/16/2014,3/19/2014,ARV,Pediatric,Aurobindo Pharma Limited,ARV product - Pediatric formulation,Molecule 19,Generic,30mg,Test kit,60,10000,21830,43.66,2.183,"Aurobindo Unit III, India",Yes,13.24,3497.62,73.12,33,24,t,16.02,264.17
937,120-CO-T33,PQ-23727,SO-99385,ASN-22924,Cote D'Ivoire,PMO - US,Direct Drop,FCA,Air,4/6/2015,4/20/2015,5/21/2015,5/3/2015,5/3/2015,ARV,Pediatric,Cipla Ltd,ARV product - Pediatric formulation,Molecule 3,Generic,120mg,Tablet,1,500,3828.7,222.0646,7.6574,"ABC Farmaceutica, Brazil",No,8.97,288.81,32.96,31,13,t,7.54,32.2
4428,120-CO-T50,PQ-56962,SO-56553,ASN-62743,Cote D'Ivoire,PMO - US,From RDC,DDP,Air,2/4/2016,2/14/2016,3/30/2016,3/21/2016,3/22/2016,ACT,Artemisinin-based,Aurobindo Pharma Limited,ACT product - Artemisinin-based formulation,Molecule 9,Generic,150mg,Test kit,30,500,16251.3,325.026,32.5026,"Cipla, Goa, India",Yes,4.12,977.79,35.16,45,36,t,6.02,237.33
1627,120-GU-T64,PQ-35598,SO-70263,ASN-36108,Guyana,Haiti Field Office,Direct Drop,EXW,Air Charter,7/24/2014,8/5/2014,10/11/2014,9/29/2014,10/2/2014,ANTM,Antimalarial,Novartis Pharma Ag,ANTM product - Antimalarial formulation,Molecule 17,Branded,120mg,Tablet,100,50000,1856195,1002.3453,37.1239,SCMS Global Warehouse,Yes,106.52,168671.8,12797.65,67,55,t,9.09,1583.48
